comunicacao_id,cliente_id,contrato_id,tipo_comunicacao,campanha,data_prevista_envio,data_envio,status_envio,resultado,mes_referencia,ano_referencia,custo_estimado_rs
582,25,32,Push,CNH Pendência,2026-03-02,2026-03-02,Enviado,Sem Resposta,3,2026,0.01
583,25,32,WhatsApp,Renovação,2025-08-28,2025-08-28,Enviado,Opt-out,8,2025,0.25
584,25,32,WhatsApp,Entrega Veículo,2025-11-01,,Falhou,,11,2025,0.25
585,25,32,Email,Cobrança,2026-08-08,2026-08-08,Enviado,Respondido,8,2026,0.03
586,25,32,Push,Renovação,2025-04-23,2025-04-23,Enviado,Sem Resposta,4,2025,0.01
587,190,253,Email,Cobrança,2026-12-22,,Agendado,,12,2026,0.03
588,190,253,SMS,Renovação,2026-02-26,2026-02-26,Enviado,Sem Resposta,2,2026,0.12
589,190,253,SMS,Cobrança,2026-11-22,,Agendado,,11,2026,0.12
590,190,253,Email,Cobrança,2025-08-05,2025-08-05,Enviado,Sem Resposta,8,2025,0.03
591,59,74,SMS,Lembrete Parcela,2025-05-04,2025-05-04,Enviado,Respondido,5,2025,0.12
592,59,74,Email,Lembrete Parcela,2026-11-30,,Agendado,,11,2026,0.03
593,59,74,WhatsApp,Entrega Veículo,2027-01-05,,Agendado,,1,2027,0.25
594,59,74,Email,Cobrança,2026-06-04,2026-06-04,Enviado,Respondido,6,2026,0.03
595,59,74,WhatsApp,Lembrete Parcela,2026-08-12,,Agendado,,8,2026,0.25
596,11,14,SMS,Oferta Cross-sell,2025-11-08,2025-11-08,Enviado,Respondido,11,2025,0.12
597,11,14,WhatsApp,Oferta Cross-sell,2026-12-02,,Agendado,,12,2026,0.25
598,11,14,SMS,Entrega Veículo,2027-01-11,,Agendado,,1,2027,0.12
599,11,14,SMS,Cobrança,2026-10-17,,Agendado,,10,2026,0.12
600,11,14,SMS,Oferta Cross-sell,2026-04-12,2026-04-12,Enviado,Sem Resposta,4,2026,0.12
601,193,257,WhatsApp,Renovação,2026-02-16,2026-02-16,Enviado,Sem Resposta,2,2026,0.25
602,193,257,SMS,Renovação,2026-08-18,,Agendado,,8,2026,0.12
603,193,257,SMS,Renovação,2027-01-21,,Agendado,,1,2027,0.12
604,193,257,SMS,CNH Pendência,2025-07-01,2025-07-01,Enviado,Sem Resposta,7,2025,0.12
605,193,257,WhatsApp,Oferta Cross-sell,2026-07-04,,Falhou,,7,2026,0.25
606,193,257,WhatsApp,Oferta Cross-sell,2025-11-27,,Cancelado,,11,2025,0.25
607,54,68,WhatsApp,Cobrança,2026-04-14,2026-04-14,Enviado,Opt-out,4,2026,0.25
608,54,68,WhatsApp,Oferta Cross-sell,2025-09-26,2025-09-26,Enviado,Sem Resposta,9,2025,0.25
609,54,68,SMS,Cobrança,2026-12-16,,Agendado,,12,2026,0.12
610,54,68,WhatsApp,Lembrete Parcela,2026-08-23,,Agendado,,8,2026,0.25
611,54,68,SMS,Lembrete Parcela,2025-01-20,2025-01-20,Enviado,Sem Resposta,1,2025,0.12
612,54,68,Push,Oferta Cross-sell,2026-01-25,2026-01-25,Enviado,Respondido,1,2026,0.01
613,54,68,Email,Cobrança,2026-01-12,2026-01-12,Enviado,Sem Resposta,1,2026,0.03
614,54,68,Push,Cobrança,2026-06-09,2026-06-09,Enviado,Sem Resposta,6,2026,0.01
615,122,167,SMS,Cobrança,2025-03-19,2025-03-19,Enviado,Sem Resposta,3,2025,0.12
616,122,167,Email,Renovação,2026-11-07,,Agendado,,11,2026,0.03
617,122,167,Push,Lembrete Parcela,2025-08-16,2025-08-16,Enviado,Sem Resposta,8,2025,0.01
618,122,167,WhatsApp,Lembrete Parcela,2026-08-14,,Agendado,,8,2026,0.25
619,122,167,WhatsApp,Cobrança,2025-05-26,,Falhou,,5,2025,0.25
620,122,167,SMS,Lembrete Parcela,2026-04-05,2026-04-05,Enviado,Respondido,4,2026,0.12
621,122,167,WhatsApp,Cobrança,2025-11-02,2025-11-02,Enviado,Pagou,11,2025,0.25
622,122,167,Email,Cobrança,2026-06-15,2026-06-15,Enviado,Pagou,6,2026,0.03
623,103,140,SMS,Cobrança,2025-06-19,2025-06-19,Enviado,Sem Resposta,6,2025,0.12
624,103,140,Carta,Cobrança,2025-11-03,2025-11-03,Enviado,Sem Resposta,11,2025,4.5
625,103,140,WhatsApp,Entrega Veículo,2025-05-31,2025-05-31,Enviado,Sem Resposta,5,2025,0.25
626,103,140,Push,Entrega Veículo,2026-04-24,2026-04-24,Enviado,Respondido,4,2026,0.01
627,103,140,SMS,Renovação,2027-01-23,,Agendado,,1,2027,0.12
628,103,140,WhatsApp,Cobrança,2026-08-29,,Agendado,,8,2026,0.25
629,103,140,Email,Cobrança,2025-01-16,2025-01-16,Enviado,Sem Resposta,1,2025,0.03
630,103,140,SMS,CNH Pendência,2025-02-28,2025-02-28,Enviado,Pagou,2,2025,0.12
631,109,150,Push,Cobrança,2025-10-03,2025-10-03,Enviado,Pagou,10,2025,0.01
632,109,150,WhatsApp,Renovação,2025-12-09,,Cancelado,,12,2025,0.25
633,109,150,Carta,Lembrete Parcela,2026-08-21,,Agendado,,8,2026,4.5
634,109,150,WhatsApp,Cobrança,2025-05-27,2025-05-27,Enviado,Sem Resposta,5,2025,0.25
635,109,150,Email,Renovação,2025-04-03,,Falhou,,4,2025,0.03
636,248,330,Email,Entrega Veículo,2025-07-07,2025-07-07,Enviado,Sem Resposta,7,2025,0.03
637,248,330,WhatsApp,Renovação,2026-08-16,,Agendado,,8,2026,0.25
638,248,330,Email,Cobrança,2026-08-01,,Agendado,,8,2026,0.03
639,51,64,SMS,Entrega Veículo,2025-05-17,2025-05-17,Enviado,Pagou,5,2025,0.12
640,51,64,Email,Cobrança,2026-03-12,2026-03-12,Enviado,Pagou,3,2026,0.03
641,51,64,WhatsApp,Lembrete Parcela,2026-10-11,,Agendado,,10,2026,0.25
642,149,203,SMS,Cobrança,2025-10-06,2025-10-06,Enviado,Pagou,10,2025,0.12
643,149,203,SMS,Oferta Cross-sell,2026-12-24,,Agendado,,12,2026,0.12
644,149,203,Email,Renovação,2025-10-11,,Falhou,,10,2025,0.03
645,149,203,SMS,Renovação,2025-05-11,2025-05-11,Enviado,Respondido,5,2025,0.12
646,149,203,Email,Renovação,2026-12-14,,Agendado,,12,2026,0.03
647,149,203,WhatsApp,Renovação,2025-11-14,2025-11-14,Enviado,Sem Resposta,11,2025,0.25
648,149,203,Carta,Entrega Veículo,2026-09-04,,Agendado,,9,2026,4.5
649,200,264,SMS,Cobrança,2026-02-01,2026-02-01,Enviado,Opt-out,2,2026,0.12
650,200,264,SMS,Oferta Cross-sell,2026-02-12,2026-02-12,Enviado,Sem Resposta,2,2026,0.12
651,200,264,WhatsApp,Entrega Veículo,2025-12-20,2025-12-20,Enviado,Opt-out,12,2025,0.25
652,200,264,Push,Entrega Veículo,2026-09-09,,Agendado,,9,2026,0.01
653,200,264,WhatsApp,Oferta Cross-sell,2026-12-19,,Agendado,,12,2026,0.25
654,200,264,Email,Cobrança,2026-05-04,,Falhou,,5,2026,0.03
655,200,264,Email,Renovação,2026-11-24,,Agendado,,11,2026,0.03
656,203,267,Push,Cobrança,2025-11-05,2025-11-05,Enviado,Sem Resposta,11,2025,0.01
657,203,267,Email,Cobrança,2026-10-04,,Agendado,,10,2026,0.03
658,203,267,WhatsApp,CNH Pendência,2025-07-24,2025-07-24,Enviado,Pagou,7,2025,0.25
659,203,267,WhatsApp,Entrega Veículo,2025-05-10,2025-05-10,Enviado,Respondido,5,2025,0.25
660,203,267,SMS,CNH Pendência,2026-04-23,,Falhou,,4,2026,0.12
661,203,267,WhatsApp,Cobrança,2026-08-18,,Agendado,,8,2026,0.25
662,231,309,WhatsApp,Cobrança,2025-02-04,,Falhou,,2,2025,0.25
663,231,309,WhatsApp,Lembrete Parcela,2025-05-02,2025-05-02,Enviado,Sem Resposta,5,2025,0.25
664,231,309,Email,Oferta Cross-sell,2026-12-18,,Agendado,,12,2026,0.03
665,231,309,SMS,Oferta Cross-sell,2026-03-22,2026-03-22,Enviado,Pagou,3,2026,0.12
666,231,309,SMS,Renovação,2027-01-26,,Agendado,,1,2027,0.12
667,231,309,Push,Cobrança,2025-06-04,2025-06-04,Enviado,Respondido,6,2025,0.01
668,231,309,SMS,Cobrança,2026-05-12,,Cancelado,,5,2026,0.12
669,231,309,Push,Renovação,2025-09-25,2025-09-25,Enviado,Sem Resposta,9,2025,0.01
670,179,239,WhatsApp,Entrega Veículo,2026-12-18,,Agendado,,12,2026,0.25
671,179,239,Push,Entrega Veículo,2026-01-14,2026-01-14,Enviado,Respondido,1,2026,0.01
672,179,239,Email,Cobrança,2025-01-03,2025-01-03,Enviado,Sem Resposta,1,2025,0.03
673,169,225,Email,Entrega Veículo,2026-05-07,2026-05-07,Enviado,Pagou,5,2026,0.03
674,169,225,WhatsApp,Entrega Veículo,2026-08-02,,Agendado,,8,2026,0.25
675,64,82,Push,Cobrança,2025-05-04,2025-05-04,Enviado,Sem Resposta,5,2025,0.01
676,64,82,WhatsApp,Entrega Veículo,2025-11-20,,Falhou,,11,2025,0.25
677,64,82,SMS,Cobrança,2025-07-21,2025-07-21,Enviado,Respondido,7,2025,0.12
678,64,82,Email,Entrega Veículo,2025-03-30,2025-03-30,Enviado,Pagou,3,2025,0.03
679,62,80,SMS,Entrega Veículo,2025-03-14,2025-03-14,Enviado,Sem Resposta,3,2025,0.12
680,62,80,Email,Cobrança,2025-07-08,2025-07-08,Enviado,Pagou,7,2025,0.03
681,62,80,WhatsApp,Cobrança,2025-01-01,2025-01-01,Enviado,Sem Resposta,1,2025,0.25
682,45,55,Push,Renovação,2025-05-12,2025-05-12,Enviado,Sem Resposta,5,2025,0.01
683,45,55,Push,Cobrança,2026-04-27,2026-04-27,Enviado,Respondido,4,2026,0.01
684,209,277,WhatsApp,Oferta Cross-sell,2026-07-25,,Falhou,,7,2026,0.25
685,209,277,SMS,Entrega Veículo,2027-01-16,,Agendado,,1,2027,0.12
686,209,277,Email,Cobrança,2025-10-02,2025-10-02,Enviado,Respondido,10,2025,0.03
687,209,277,WhatsApp,Cobrança,2025-12-29,2025-12-29,Enviado,Sem Resposta,12,2025,0.25
688,209,277,SMS,Oferta Cross-sell,2026-08-25,,Agendado,,8,2026,0.12
689,209,277,WhatsApp,Cobrança,2026-02-06,2026-02-06,Enviado,Respondido,2,2026,0.25
690,209,277,Push,Lembrete Parcela,2026-05-19,2026-05-19,Enviado,Respondido,5,2026,0.01
691,209,277,WhatsApp,Cobrança,2026-08-04,,Agendado,,8,2026,0.25
692,241,322,Carta,Cobrança,2025-10-10,,Cancelado,,10,2025,4.5
693,241,322,SMS,Entrega Veículo,2026-12-18,,Agendado,,12,2026,0.12
694,241,322,SMS,Cobrança,2025-08-03,2025-08-03,Enviado,Sem Resposta,8,2025,0.12
695,241,322,Push,Cobrança,2026-10-01,,Agendado,,10,2026,0.01
696,241,322,Push,Oferta Cross-sell,2026-02-13,2026-02-13,Enviado,Sem Resposta,2,2026,0.01
697,241,322,WhatsApp,Entrega Veículo,2026-12-15,,Agendado,,12,2026,0.25
698,241,322,SMS,Oferta Cross-sell,2025-12-13,2025-12-13,Enviado,Pagou,12,2025,0.12
699,250,332,WhatsApp,Lembrete Parcela,2025-07-28,2025-07-28,Enviado,Sem Resposta,7,2025,0.25
700,250,332,SMS,Renovação,2027-01-02,,Agendado,,1,2027,0.12
701,250,332,SMS,Entrega Veículo,2026-12-07,,Agendado,,12,2026,0.12
702,250,332,Push,Entrega Veículo,2026-11-19,,Agendado,,11,2026,0.01
703,108,146,WhatsApp,Cobrança,2026-05-10,,Cancelado,,5,2026,0.25
704,108,146,SMS,Cobrança,2026-08-31,,Agendado,,8,2026,0.12
705,108,146,WhatsApp,Oferta Cross-sell,2025-10-16,,Falhou,,10,2025,0.25
706,108,146,SMS,Cobrança,2026-09-07,,Agendado,,9,2026,0.12
707,108,146,Email,CNH Pendência,2026-07-05,2026-07-05,Enviado,Sem Resposta,7,2026,0.03
708,78,106,WhatsApp,Cobrança,2025-05-03,2025-05-03,Enviado,Sem Resposta,5,2025,0.25
709,78,106,Push,Cobrança,2027-01-20,,Agendado,,1,2027,0.01
710,46,57,Email,Cobrança,2026-04-27,2026-04-27,Enviado,Sem Resposta,4,2026,0.03
711,46,57,Email,Entrega Veículo,2026-05-07,2026-05-07,Enviado,Opt-out,5,2026,0.03
712,46,57,Email,Cobrança,2026-09-05,,Agendado,,9,2026,0.03
713,124,169,SMS,CNH Pendência,2026-10-14,,Agendado,,10,2026,0.12
714,124,169,SMS,Renovação,2025-12-14,2025-12-14,Enviado,Sem Resposta,12,2025,0.12
715,124,169,WhatsApp,Renovação,2026-11-13,,Agendado,,11,2026,0.25
716,124,169,Email,Cobrança,2026-08-14,2026-08-14,Enviado,Respondido,8,2026,0.03
717,124,169,SMS,Cobrança,2026-08-19,,Agendado,,8,2026,0.12
718,124,169,Email,Lembrete Parcela,2026-05-13,2026-05-13,Enviado,Pagou,5,2026,0.03
719,124,169,Push,Cobrança,2025-02-19,2025-02-19,Enviado,Pagou,2,2025,0.01
720,88,118,Email,Cobrança,2025-01-09,2025-01-09,Enviado,Respondido,1,2025,0.03
721,88,118,WhatsApp,Oferta Cross-sell,2026-03-16,2026-03-16,Enviado,Respondido,3,2026,0.25
722,88,118,SMS,Oferta Cross-sell,2026-12-29,,Agendado,,12,2026,0.12
723,88,118,SMS,Cobrança,2025-08-31,2025-08-31,Enviado,Respondido,8,2025,0.12
724,88,118,WhatsApp,Cobrança,2025-07-24,2025-07-24,Enviado,Sem Resposta,7,2025,0.25
725,47,58,WhatsApp,Oferta Cross-sell,2025-04-25,2025-04-25,Enviado,Pagou,4,2025,0.25
726,47,58,SMS,Entrega Veículo,2026-07-01,2026-07-01,Enviado,Respondido,7,2026,0.12
727,47,58,Email,Entrega Veículo,2026-12-05,,Agendado,,12,2026,0.03
728,47,58,WhatsApp,Entrega Veículo,2025-10-07,,Cancelado,,10,2025,0.25
729,21,27,SMS,Entrega Veículo,2026-07-25,,Cancelado,,7,2026,0.12
730,21,27,SMS,Cobrança,2026-06-11,2026-06-11,Enviado,Sem Resposta,6,2026,0.12
731,21,27,SMS,Lembrete Parcela,2026-02-03,2026-02-03,Enviado,Sem Resposta,2,2026,0.12
732,21,27,Carta,Cobrança,2026-10-24,,Agendado,,10,2026,4.5
733,21,27,Email,Renovação,2026-12-31,,Agendado,,12,2026,0.03
734,21,27,Email,Lembrete Parcela,2026-05-22,2026-05-22,Enviado,Sem Resposta,5,2026,0.03
735,128,175,Push,Cobrança,2026-03-07,2026-03-07,Enviado,Sem Resposta,3,2026,0.01
736,128,175,Email,Renovação,2025-06-07,2025-06-07,Enviado,Pagou,6,2025,0.03
737,128,175,SMS,Renovação,2025-03-06,2025-03-06,Enviado,Sem Resposta,3,2025,0.12
738,128,175,Push,Cobrança,2026-08-18,,Agendado,,8,2026,0.01
739,128,175,WhatsApp,Renovação,2025-04-03,2025-04-03,Enviado,Pagou,4,2025,0.25
740,222,296,Email,Renovação,2025-03-05,2025-03-05,Enviado,Respondido,3,2025,0.03
741,222,296,SMS,Cobrança,2025-11-11,2025-11-11,Enviado,Sem Resposta,11,2025,0.12
742,222,296,Push,Lembrete Parcela,2026-11-02,,Agendado,,11,2026,0.01
743,222,296,WhatsApp,Cobrança,2026-04-24,2026-04-24,Enviado,Sem Resposta,4,2026,0.25
744,7,8,Push,Cobrança,2026-06-22,2026-06-22,Enviado,Sem Resposta,6,2026,0.01
745,7,8,WhatsApp,Renovação,2026-02-19,2026-02-19,Enviado,Sem Resposta,2,2026,0.25
746,7,8,SMS,Renovação,2025-11-27,2025-11-27,Enviado,Sem Resposta,11,2025,0.12
747,7,8,WhatsApp,Lembrete Parcela,2025-01-08,2025-01-08,Enviado,Sem Resposta,1,2025,0.25
748,7,8,Push,Lembrete Parcela,2027-01-25,,Agendado,,1,2027,0.01
749,220,291,WhatsApp,CNH Pendência,2025-09-29,2025-09-29,Enviado,Respondido,9,2025,0.25
750,220,291,WhatsApp,Lembrete Parcela,2026-01-04,2026-01-04,Enviado,Respondido,1,2026,0.25
751,220,291,WhatsApp,Cobrança,2027-01-02,,Agendado,,1,2027,0.25
752,220,291,SMS,Lembrete Parcela,2026-09-23,,Agendado,,9,2026,0.12
753,220,291,Carta,Oferta Cross-sell,2025-02-10,2025-02-10,Enviado,Sem Resposta,2,2025,4.5
754,121,166,WhatsApp,Cobrança,2026-11-26,,Agendado,,11,2026,0.25
755,121,166,Carta,Renovação,2026-10-06,,Agendado,,10,2026,4.5
756,121,166,Email,Cobrança,2025-06-13,2025-06-13,Enviado,Sem Resposta,6,2025,0.03
757,198,262,SMS,Lembrete Parcela,2025-07-06,2025-07-06,Enviado,Respondido,7,2025,0.12
758,198,262,SMS,Lembrete Parcela,2025-07-13,2025-07-13,Enviado,Pagou,7,2025,0.12
759,198,262,SMS,Oferta Cross-sell,2025-11-01,2025-11-01,Enviado,Respondido,11,2025,0.12
760,198,262,SMS,Oferta Cross-sell,2026-05-10,2026-05-10,Enviado,Sem Resposta,5,2026,0.12
761,163,218,SMS,Cobrança,2026-02-03,2026-02-03,Enviado,Opt-out,2,2026,0.12
762,163,218,WhatsApp,Cobrança,2025-03-13,2025-03-13,Enviado,Opt-out,3,2025,0.25
763,92,127,WhatsApp,Cobrança,2025-10-19,,Cancelado,,10,2025,0.25
764,92,127,SMS,Cobrança,2026-11-19,,Agendado,,11,2026,0.12
765,99,136,SMS,Lembrete Parcela,2026-04-06,2026-04-06,Enviado,Respondido,4,2026,0.12
766,99,136,Email,Entrega Veículo,2027-01-27,,Agendado,,1,2027,0.03
767,99,136,Push,Entrega Veículo,2025-11-02,2025-11-02,Enviado,Respondido,11,2025,0.01
768,99,136,SMS,CNH Pendência,2025-02-23,2025-02-23,Enviado,Pagou,2,2025,0.12
769,99,136,Email,Cobrança,2025-11-08,2025-11-08,Enviado,Sem Resposta,11,2025,0.03
770,99,136,SMS,Lembrete Parcela,2025-11-01,2025-11-01,Enviado,Respondido,11,2025,0.12
771,99,136,SMS,Oferta Cross-sell,2026-03-21,2026-03-21,Enviado,Pagou,3,2026,0.12
772,70,92,Email,Cobrança,2026-08-06,,Falhou,,8,2026,0.03
773,70,92,Email,CNH Pendência,2025-02-10,2025-02-10,Enviado,Sem Resposta,2,2025,0.03
774,70,92,WhatsApp,CNH Pendência,2026-02-18,,Falhou,,2,2026,0.25
775,70,92,Push,Lembrete Parcela,2026-10-12,,Agendado,,10,2026,0.01
776,70,92,SMS,Oferta Cross-sell,2025-08-02,2025-08-02,Enviado,Opt-out,8,2025,0.12
777,70,92,WhatsApp,Entrega Veículo,2026-05-12,2026-05-12,Enviado,Pagou,5,2026,0.25
778,35,43,Push,Cobrança,2026-10-05,,Agendado,,10,2026,0.01
779,35,43,WhatsApp,Oferta Cross-sell,2025-11-19,2025-11-19,Enviado,Respondido,11,2025,0.25
780,35,43,WhatsApp,Cobrança,2026-09-06,,Agendado,,9,2026,0.25
781,35,43,WhatsApp,CNH Pendência,2025-08-10,2025-08-10,Enviado,Pagou,8,2025,0.25
782,35,43,SMS,Entrega Veículo,2025-05-14,2025-05-14,Enviado,Pagou,5,2025,0.12
783,35,43,Push,Oferta Cross-sell,2025-03-18,2025-03-18,Enviado,Pagou,3,2025,0.01
784,35,43,SMS,Cobrança,2026-09-28,,Agendado,,9,2026,0.12
785,185,247,WhatsApp,Cobrança,2026-04-07,2026-04-07,Enviado,Sem Resposta,4,2026,0.25
786,185,247,SMS,Entrega Veículo,2026-12-30,,Agendado,,12,2026,0.12
787,185,247,WhatsApp,Entrega Veículo,2026-05-25,2026-05-25,Enviado,Pagou,5,2026,0.25
788,185,247,SMS,Entrega Veículo,2026-04-18,2026-04-18,Enviado,Sem Resposta,4,2026,0.12
789,166,222,WhatsApp,CNH Pendência,2025-05-12,2025-05-12,Enviado,Sem Resposta,5,2025,0.25
790,166,222,Email,Oferta Cross-sell,2026-07-14,,Cancelado,,7,2026,0.03
791,17,21,Email,Cobrança,2025-03-20,,Cancelado,,3,2025,0.03
792,17,21,WhatsApp,Cobrança,2026-01-14,2026-01-14,Enviado,Sem Resposta,1,2026,0.25
793,17,21,WhatsApp,Entrega Veículo,2026-10-09,,Agendado,,10,2026,0.25
794,17,21,WhatsApp,Renovação,2026-03-15,2026-03-15,Enviado,Sem Resposta,3,2026,0.25
795,170,226,Email,Lembrete Parcela,2026-12-17,,Agendado,,12,2026,0.03
796,170,226,SMS,Cobrança,2026-04-01,2026-04-01,Enviado,Sem Resposta,4,2026,0.12
797,170,226,WhatsApp,Cobrança,2025-05-25,2025-05-25,Enviado,Sem Resposta,5,2025,0.25
798,170,226,SMS,Cobrança,2025-11-23,2025-11-23,Enviado,Sem Resposta,11,2025,0.12
799,170,226,SMS,Renovação,2026-06-20,,Falhou,,6,2026,0.12
800,170,226,WhatsApp,Cobrança,2026-05-21,2026-05-21,Enviado,Opt-out,5,2026,0.25
801,104,141,Email,Cobrança,2025-02-23,2025-02-23,Enviado,Sem Resposta,2,2025,0.03
802,104,141,WhatsApp,Oferta Cross-sell,2026-09-03,,Agendado,,9,2026,0.25
803,104,141,SMS,Cobrança,2026-01-27,2026-01-27,Enviado,Sem Resposta,1,2026,0.12
804,178,237,SMS,Cobrança,2025-03-12,2025-03-12,Enviado,Sem Resposta,3,2025,0.12
805,178,237,SMS,Oferta Cross-sell,2025-07-26,2025-07-26,Enviado,Sem Resposta,7,2025,0.12
806,178,237,Email,Oferta Cross-sell,2025-08-27,2025-08-27,Enviado,Pagou,8,2025,0.03
807,18,24,SMS,Cobrança,2025-09-09,2025-09-09,Enviado,Respondido,9,2025,0.12
808,18,24,WhatsApp,Lembrete Parcela,2025-08-06,2025-08-06,Enviado,Sem Resposta,8,2025,0.25
809,18,24,WhatsApp,Cobrança,2025-02-19,2025-02-19,Enviado,Pagou,2,2025,0.25
810,18,24,Push,Cobrança,2026-10-11,,Agendado,,10,2026,0.01
811,18,24,SMS,Lembrete Parcela,2026-08-04,,Agendado,,8,2026,0.12
812,18,24,Email,Oferta Cross-sell,2026-05-03,2026-05-03,Enviado,Pagou,5,2026,0.03
813,18,24,Carta,Entrega Veículo,2026-09-04,,Agendado,,9,2026,4.5
814,18,24,Email,CNH Pendência,2025-10-03,2025-10-03,Enviado,Sem Resposta,10,2025,0.03
815,106,143,SMS,Cobrança,2025-02-13,2025-02-13,Enviado,Sem Resposta,2,2025,0.12
816,106,143,WhatsApp,Lembrete Parcela,2026-06-06,,Cancelado,,6,2026,0.25
817,106,143,Email,Cobrança,2025-08-17,2025-08-17,Enviado,Sem Resposta,8,2025,0.03
818,106,143,WhatsApp,CNH Pendência,2026-07-16,2026-07-16,Enviado,Sem Resposta,7,2026,0.25
819,106,143,SMS,Renovação,2025-10-04,2025-10-04,Enviado,Pagou,10,2025,0.12
820,106,143,WhatsApp,CNH Pendência,2026-10-30,,Agendado,,10,2026,0.25
821,57,72,WhatsApp,Oferta Cross-sell,2025-10-15,2025-10-15,Enviado,Pagou,10,2025,0.25
822,57,72,WhatsApp,Renovação,2025-08-21,2025-08-21,Enviado,Pagou,8,2025,0.25
823,57,72,Email,Lembrete Parcela,2026-04-17,2026-04-17,Enviado,Sem Resposta,4,2026,0.03
824,57,72,WhatsApp,Entrega Veículo,2026-03-12,2026-03-12,Enviado,Opt-out,3,2026,0.25
825,57,72,WhatsApp,Lembrete Parcela,2026-05-28,2026-05-28,Enviado,Pagou,5,2026,0.25
826,57,72,Email,CNH Pendência,2026-02-10,2026-02-10,Enviado,Pagou,2,2026,0.03
827,149,201,Email,Cobrança,2025-08-14,2025-08-14,Enviado,Pagou,8,2025,0.03
828,149,201,WhatsApp,Cobrança,2026-11-05,,Agendado,,11,2026,0.25
829,149,201,WhatsApp,Lembrete Parcela,2026-03-07,2026-03-07,Enviado,Sem Resposta,3,2026,0.25
830,149,201,SMS,Oferta Cross-sell,2026-09-19,,Agendado,,9,2026,0.12
831,214,283,Email,Cobrança,2026-09-24,,Agendado,,9,2026,0.03
832,214,283,WhatsApp,Lembrete Parcela,2026-11-04,,Agendado,,11,2026,0.25
833,214,283,WhatsApp,Cobrança,2026-08-24,,Agendado,,8,2026,0.25
834,214,283,Email,Renovação,2025-05-31,,Falhou,,5,2025,0.03
835,214,283,WhatsApp,CNH Pendência,2026-03-01,2026-03-01,Enviado,Sem Resposta,3,2026,0.25
836,214,283,Email,Cobrança,2025-05-17,2025-05-17,Enviado,Respondido,5,2025,0.03
837,214,283,SMS,Lembrete Parcela,2025-01-28,,Cancelado,,1,2025,0.12
838,44,54,WhatsApp,Cobrança,2025-02-06,2025-02-06,Enviado,Pagou,2,2025,0.25
839,44,54,Email,Entrega Veículo,2026-07-10,2026-07-10,Enviado,Sem Resposta,7,2026,0.03
840,44,54,WhatsApp,Lembrete Parcela,2026-11-23,,Agendado,,11,2026,0.25
841,70,93,SMS,Cobrança,2026-04-01,2026-04-01,Enviado,Sem Resposta,4,2026,0.12
842,70,93,Email,Cobrança,2026-12-18,,Agendado,,12,2026,0.03
843,70,93,WhatsApp,Oferta Cross-sell,2026-09-23,,Agendado,,9,2026,0.25
844,70,93,SMS,Renovação,2025-11-25,2025-11-25,Enviado,Respondido,11,2025,0.12
845,70,93,Email,Oferta Cross-sell,2027-01-08,,Agendado,,1,2027,0.03
846,70,93,Email,Renovação,2026-06-02,2026-06-02,Enviado,Sem Resposta,6,2026,0.03
847,220,292,SMS,Cobrança,2025-01-18,2025-01-18,Enviado,Sem Resposta,1,2025,0.12
848,220,292,WhatsApp,Cobrança,2026-09-16,,Agendado,,9,2026,0.25
849,220,292,WhatsApp,Cobrança,2026-08-08,,Agendado,,8,2026,0.25
850,220,292,Email,Lembrete Parcela,2026-07-14,2026-07-14,Enviado,Opt-out,7,2026,0.03
851,220,292,Email,Lembrete Parcela,2025-04-11,2025-04-11,Enviado,Respondido,4,2025,0.03
852,38,46,WhatsApp,Cobrança,2026-02-16,2026-02-16,Enviado,Pagou,2,2026,0.25
853,38,46,SMS,Entrega Veículo,2026-04-11,2026-04-11,Enviado,Respondido,4,2026,0.12
854,38,46,WhatsApp,Lembrete Parcela,2026-07-21,2026-07-21,Enviado,Respondido,7,2026,0.25
855,38,46,WhatsApp,Cobrança,2026-11-20,,Agendado,,11,2026,0.25
856,38,46,WhatsApp,Lembrete Parcela,2025-02-17,2025-02-17,Enviado,Sem Resposta,2,2025,0.25
857,38,46,Email,Renovação,2026-02-28,,Falhou,,2,2026,0.03
858,38,46,Carta,Lembrete Parcela,2026-09-18,,Agendado,,9,2026,4.5
859,38,46,WhatsApp,Cobrança,2026-05-14,2026-05-14,Enviado,Pagou,5,2026,0.25
860,81,111,WhatsApp,Cobrança,2026-09-25,,Agendado,,9,2026,0.25
861,81,111,Email,Cobrança,2025-11-22,2025-11-22,Enviado,Pagou,11,2025,0.03
862,81,111,WhatsApp,Renovação,2025-08-16,2025-08-16,Enviado,Pagou,8,2025,0.25
863,81,111,SMS,Cobrança,2026-06-06,2026-06-06,Enviado,Respondido,6,2026,0.12
864,81,111,SMS,Cobrança,2026-08-14,,Agendado,,8,2026,0.12
865,81,111,WhatsApp,Lembrete Parcela,2026-09-28,,Agendado,,9,2026,0.25
866,81,111,WhatsApp,Entrega Veículo,2026-09-20,,Agendado,,9,2026,0.25
867,81,111,Push,Renovação,2026-02-07,2026-02-07,Enviado,Pagou,2,2026,0.01
868,95,130,SMS,Cobrança,2026-04-07,2026-04-07,Enviado,Sem Resposta,4,2026,0.12
869,95,130,SMS,CNH Pendência,2025-11-06,2025-11-06,Enviado,Sem Resposta,11,2025,0.12
870,95,130,Email,Renovação,2026-04-30,2026-04-30,Enviado,Sem Resposta,4,2026,0.03
